overall,age,height_cm,weight_kg,club_position,pace,shooting,passing,dribbling,defending,physic,defending1,attacking1,skills1,mentality1,movement1,power
63,20,170,62,0,73.0,53.0,60.0,67.0,45.0,52.0,44.0,53.8,50.333333333333336,57.833333333333336,73.0,53.4
63,20,183,75,3,77.0,61.0,51.0,63.0,21.0,58.0,17.0,55.4,43.833333333333336,47.5,71.0,59.8
63,23,177,77,0,81.0,47.0,59.0,66.0,44.0,59.0,44.333333333333336,48.0,46.166666666666664,50.166666666666664,76.8,60.0
63,25,175,73,1,66.0,46.0,58.0,57.0,62.0,66.0,62.0,52.2,43.666666666666664,54.0,65.6,60.6
63,21,178,65,3,74.0,61.0,49.0,63.0,34.0,66.0,31.0,54.8,43.333333333333336,52.333333333333336,71.8,67.4
63,21,170,70,1,64.0,34.0,56.0,56.0,61.0,62.0,61.666666666666664,45.2,40.666666666666664,52.833333333333336,67.8,53.6
63,22,182,71,0,67.0,41.0,54.0,57.0,61.0,66.0,62.0,47.4,40.0,50.833333333333336,67.2,60.4
63,23,189,77,0,69.0,54.0,60.0,61.0,61.0,74.0,61.333333333333336,53.2,52.333333333333336,58.5,61.6,66.8
63,20,180,74,0,64.0,57.0,63.0,64.0,50.0,56.0,50.0,53.2,51.0,62.0,67.4,56.4
63,21,175,70,1,71.0,41.0,60.0,61.0,58.0,59.0,59.0,50.4,45.0,55.5,68.2,55.2
63,21,178,75,1,76.0,39.0,56.0,60.0,55.0,63.0,55.0,47.2,42.333333333333336,50.0,70.2,56.8
63,28,187,74,3,72.0,60.0,59.0,63.0,56.0,74.0,56.0,56.4,47.0,58.0,68.8,69.2
63,22,180,71,0,68.0,60.0,53.0,65.0,42.0,60.0,41.333333333333336,53.2,39.333333333333336,53.5,70.8,59.2
63,21,183,75,1,72.0,22.0,46.0,56.0,62.0,69.0,63.0,40.0,34.0,42.0,67.2,55.0
63,24,195,95,3,46.0,62.0,47.0,53.0,31.0,78.0,25.333333333333332,59.6,39.833333333333336,50.5,44.0,67.0
63,23,189,74,1,67.0,36.0,53.0,55.0,62.0,67.0,62.333333333333336,45.6,40.833333333333336,50.333333333333336,59.2,57.8
63,23,190,85,3,70.0,62.0,47.0,61.0,21.0,59.0,17.666666666666668,54.4,40.0,49.666666666666664,66.8,62.4
63,20,175,70,3,77.0,51.0,54.0,69.0,28.0,48.0,27.0,50.0,47.0,43.0,76.6,54.0
63,20,175,71,3,73.0,56.0,61.0,69.0,41.0,50.0,42.333333333333336,52.8,53.666666666666664,53.166666666666664,74.0,53.6
63,24,172,65,0,77.0,44.0,55.0,67.0,29.0,52.0,30.333333333333332,47.2,46.833333333333336,46.833333333333336,74.2,53.4
63,23,173,67,0,67.0,59.0,67.0,67.0,37.0,49.0,38.666666666666664,54.8,55.166666666666664,54.0,65.0,55.2
63,21,178,72,1,81.0,49.0,49.0,60.0,55.0,57.0,57.666666666666664,46.0,40.666666666666664,48.833333333333336,73.8,60.2
63,26,184,78,1,71.0,39.0,57.0,62.0,55.0,69.0,54.333333333333336,52.8,44.5,49.833333333333336,64.6,56.0
63,21,174,66,0,65.0,51.0,57.0,60.0,61.0,60.0,62.0,50.2,46.833333333333336,55.0,66.0,60.6
63,30,178,74,3,64.0,60.0,62.0,67.0,35.0,61.0,32.0,59.6,53.166666666666664,51.5,64.0,63.2
63,22,193,93,1,54.0,37.0,46.0,40.0,59.0,78.0,58.333333333333336,44.2,32.666666666666664,47.666666666666664,51.4,62.6
63,21,181,68,0,72.0,55.0,63.0,64.0,50.0,58.0,50.666666666666664,52.0,52.333333333333336,57.0,67.2,59.0
63,20,170,66,0,75.0,39.0,55.0,61.0,58.0,67.0,58.666666666666664,47.2,46.166666666666664,49.333333333333336,69.2,62.2
63,26,187,85,1,56.0,23.0,36.0,38.0,63.0,70.0,64.0,36.0,25.333333333333332,41.0,53.2,54.0
63,21,180,70,0,64.0,43.0,57.0,60.0,60.0,71.0,60.0,47.0,44.5,55.0,64.4,64.2
63,20,175,76,0,66.0,57.0,58.0,65.0,33.0,63.0,37.333333333333336,47.8,51.833333333333336,50.5,67.4,60.2
63,21,191,70,0,78.0,56.0,58.0,64.0,63.0,75.0,63.666666666666664,56.0,46.833333333333336,59.166666666666664,72.8,65.6
63,21,191,80,1,55.0,29.0,43.0,47.0,62.0,71.0,62.666666666666664,40.8,32.166666666666664,47.833333333333336,52.8,53.4
63,34,196,91,2,69.0,54.0,58.0,64.0,56.0,66.0,12.666666666666666,13.8,14.666666666666666,21.666666666666668,26.6,36.0
63,21,177,78,1,71.0,44.0,58.0,58.0,61.0,64.0,63.0,48.2,45.5,50.5,64.8,59.2
63,23,187,75,2,69.0,54.0,58.0,64.0,56.0,66.0,10.0,12.2,11.333333333333334,19.166666666666668,31.2,31.8
63,31,175,68,1,78.0,57.0,59.0,61.0,56.0,67.0,57.0,57.2,48.166666666666664,56.333333333333336,69.8,69.6
63,29,196,90,2,69.0,54.0,58.0,64.0,56.0,66.0,13.666666666666666,14.2,12.5,22.166666666666668,40.2,44.6
63,32,181,79,0,62.0,55.0,55.0,61.0,59.0,70.0,58.0,51.0,43.0,55.833333333333336,61.6,64.6
63,21,179,73,0,62.0,52.0,60.0,63.0,63.0,68.0,64.0,54.0,49.5,59.166666666666664,61.8,63.0
63,19,182,65,1,67.0,25.0,43.0,49.0,62.0,69.0,62.333333333333336,39.8,32.333333333333336,46.833333333333336,61.8,54.0
63,21,188,79,1,62.0,44.0,56.0,55.0,61.0,70.0,61.333333333333336,48.6,40.833333333333336,53.0,54.8,61.4
63,25,184,70,1,75.0,37.0,51.0,57.0,57.0,63.0,58.0,46.2,41.333333333333336,51.5,62.6,54.6
63,23,188,73,0,61.0,61.0,59.0,60.0,59.0,73.0,60.0,54.4,46.166666666666664,60.166666666666664,57.8,70.4
63,19,172,70,0,64.0,56.0,63.0,64.0,53.0,51.0,52.0,56.4,48.166666666666664,56.166666666666664,68.8,54.2
63,21,180,70,1,83.0,31.0,52.0,59.0,58.0,58.0,59.666666666666664,43.8,39.0,48.666666666666664,67.6,51.2
63,20,183,69,1,69.0,31.0,46.0,57.0,61.0,64.0,62.666666666666664,45.0,36.333333333333336,48.166666666666664,64.6,52.4
63,29,180,77,3,83.0,58.0,56.0,66.0,24.0,57.0,23.0,54.4,48.666666666666664,45.5,74.8,54.6
63,24,180,74,1,80.0,58.0,56.0,64.0,56.0,64.0,56.666666666666664,57.6,44.5,56.666666666666664,72.4,65.2
63,24,178,72,3,93.0,54.0,50.0,64.0,36.0,60.0,34.333333333333336,52.6,42.0,50.333333333333336,80.6,61.0
63,35,183,75,1,33.0,30.0,48.0,35.0,62.0,72.0,60.0,44.6,32.333333333333336,47.333333333333336,41.2,55.2
63,23,189,81,2,69.0,54.0,58.0,64.0,56.0,66.0,13.666666666666666,15.8,14.833333333333334,28.166666666666668,48.2,41.2
63,32,181,75,0,67.0,52.0,60.0,60.0,55.0,60.0,52.333333333333336,51.8,46.0,57.833333333333336,65.4,62.6
63,21,189,85,0,71.0,58.0,60.0,63.0,57.0,74.0,56.0,57.0,48.166666666666664,59.5,64.2,66.2
63,20,190,78,3,65.0,63.0,48.0,59.0,26.0,64.0,19.666666666666668,52.0,43.666666666666664,52.5,63.6,65.6
63,25,178,68,1,73.0,28.0,52.0,55.0,57.0,59.0,55.666666666666664,41.8,42.333333333333336,50.666666666666664,66.4,50.0
63,25,193,80,1,46.0,25.0,35.0,41.0,64.0,71.0,64.33333333333333,35.0,28.0,43.5,47.6,55.4
63,19,173,70,1,84.0,43.0,55.0,66.0,54.0,60.0,55.0,48.8,45.333333333333336,53.166666666666664,77.6,58.2
63,22,180,70,1,67.0,40.0,48.0,55.0,62.0,66.0,62.666666666666664,45.0,37.5,52.166666666666664,61.8,59.6
63,20,185,73,3,73.0,57.0,63.0,66.0,54.0,64.0,53.666666666666664,57.2,52.333333333333336,59.166666666666664,70.4,61.4
63,28,170,73,1,75.0,48.0,60.0,66.0,57.0,54.0,60.333333333333336,51.4,46.333333333333336,52.0,70.6,54.4
63,21,192,88,0,64.0,49.0,53.0,56.0,60.0,72.0,59.666666666666664,50.0,42.333333333333336,52.166666666666664,58.2,65.0
63,24,185,73,3,85.0,61.0,54.0,65.0,32.0,72.0,28.666666666666668,56.4,43.333333333333336,56.5,72.8,68.6
63,22,177,70,3,83.0,61.0,55.0,67.0,28.0,60.0,23.666666666666668,58.6,45.833333333333336,51.333333333333336,77.4,64.4
63,26,187,75,3,66.0,61.0,47.0,62.0,36.0,67.0,33.333333333333336,54.8,45.166666666666664,51.333333333333336,61.6,64.2
63,21,193,86,1,71.0,28.0,42.0,45.0,63.0,71.0,63.666666666666664,42.2,30.666666666666668,40.333333333333336,59.2,55.2
63,20,171,67,0,69.0,52.0,59.0,68.0,49.0,55.0,49.0,49.2,48.0,57.666666666666664,72.8,57.2
63,26,173,72,0,80.0,63.0,56.0,65.0,28.0,56.0,23.0,62.6,46.666666666666664,43.333333333333336,73.2,64.0
63,27,178,68,0,72.0,62.0,60.0,62.0,41.0,66.0,38.333333333333336,59.2,50.0,53.833333333333336,70.0,67.2
63,23,173,68,0,59.0,35.0,53.0,51.0,58.0,72.0,60.0,40.8,39.0,56.0,62.4,58.2
63,32,182,75,1,58.0,35.0,41.0,51.0,65.0,66.0,65.66666666666667,39.6,34.0,51.666666666666664,54.6,56.2
63,28,169,69,0,79.0,59.0,60.0,62.0,32.0,60.0,29.0,55.6,51.0,54.5,73.0,61.8
63,39,184,80,3,57.0,61.0,50.0,60.0,42.0,64.0,39.333333333333336,56.6,40.166666666666664,56.333333333333336,56.8,60.2
63,19,184,75,3,70.0,59.0,56.0,65.0,31.0,53.0,27.666666666666668,50.6,47.666666666666664,49.833333333333336,65.2,55.6
63,34,170,72,3,82.0,64.0,58.0,68.0,35.0,47.0,31.666666666666668,56.4,53.833333333333336,56.333333333333336,77.6,48.8
63,27,172,71,3,68.0,61.0,51.0,62.0,31.0,65.0,26.333333333333332,55.8,42.333333333333336,55.833333333333336,69.6,63.4
63,20,169,56,3,74.0,59.0,53.0,74.0,32.0,33.0,34.333333333333336,50.8,50.0,49.0,76.6,45.0
63,22,188,77,0,75.0,61.0,47.0,64.0,29.0,60.0,27.0,55.4,38.833333333333336,49.5,68.2,61.4
63,19,175,66,3,70.0,54.0,62.0,66.0,47.0,50.0,47.333333333333336,53.6,50.5,55.166666666666664,66.2,51.8
63,25,187,82,1,50.0,38.0,41.0,42.0,64.0,68.0,64.33333333333333,40.4,30.333333333333332,53.5,55.0,60.8
63,27,173,68,0,60.0,56.0,59.0,61.0,50.0,60.0,46.0,49.0,45.666666666666664,53.5,58.2,58.0
63,24,192,86,1,61.0,40.0,46.0,52.0,62.0,74.0,61.666666666666664,42.6,39.166666666666664,51.5,58.2,64.6
63,23,173,71,1,76.0,51.0,58.0,63.0,58.0,60.0,59.0,50.8,45.333333333333336,56.0,75.0,58.2
63,24,183,73,0,73.0,56.0,58.0,62.0,35.0,55.0,32.666666666666664,52.6,46.0,51.833333333333336,66.8,55.6
63,21,180,70,0,65.0,46.0,58.0,63.0,58.0,69.0,57.333333333333336,49.2,46.333333333333336,60.166666666666664,64.8,62.4
63,22,175,74,0,76.0,60.0,56.0,65.0,52.0,55.0,51.333333333333336,55.4,48.833333333333336,53.666666666666664,71.4,60.2
63,22,173,65,0,69.0,46.0,58.0,66.0,40.0,51.0,41.0,49.0,46.833333333333336,52.333333333333336,66.6,51.4
63,24,177,78,1,69.0,36.0,48.0,58.0,61.0,52.0,61.333333333333336,47.4,38.333333333333336,46.333333333333336,69.4,50.6
63,24,193,84,1,59.0,34.0,45.0,52.0,61.0,75.0,60.666666666666664,38.8,35.666666666666664,49.0,56.4,61.8
63,19,178,74,0,66.0,47.0,59.0,65.0,56.0,62.0,55.0,50.2,46.666666666666664,60.166666666666664,66.4,59.0
63,24,176,60,0,78.0,52.0,59.0,63.0,25.0,43.0,24.0,52.4,46.5,46.333333333333336,71.2,44.6
63,24,178,68,0,73.0,60.0,58.0,63.0,60.0,57.0,60.666666666666664,55.0,51.666666666666664,58.166666666666664,69.4,62.2
63,27,186,75,0,57.0,60.0,60.0,61.0,60.0,70.0,60.0,58.8,49.666666666666664,62.5,55.8,67.8
63,17,188,78,2,69.0,54.0,58.0,64.0,56.0,66.0,10.333333333333334,17.0,16.333333333333332,21.166666666666668,35.2,39.6
63,23,187,77,1,86.0,40.0,57.0,63.0,55.0,64.0,56.333333333333336,47.2,43.666666666666664,56.166666666666664,71.2,56.2
63,23,190,82,1,59.0,24.0,43.0,51.0,62.0,72.0,60.666666666666664,35.8,33.5,49.833333333333336,54.6,53.8
63,23,187,76,1,77.0,40.0,50.0,59.0,58.0,62.0,58.666666666666664,46.6,39.0,48.666666666666664,69.0,51.0
63,20,185,80,1,63.0,31.0,50.0,53.0,63.0,64.0,63.0,42.4,39.5,47.333333333333336,58.2,54.6
63,29,176,71,0,67.0,59.0,62.0,64.0,48.0,63.0,47.333333333333336,53.0,52.333333333333336,56.333333333333336,65.4,65.2
63,28,193,79,1,53.0,27.0,40.0,45.0,62.0,77.0,62.0,37.6,32.0,48.5,53.4,55.8
63,18,177,73,0,81.0,61.0,56.0,64.0,29.0,39.0,28.0,55.2,46.833333333333336,49.166666666666664,71.4,47.4
63,26,186,76,2,69.0,54.0,58.0,64.0,56.0,66.0,13.666666666666666,15.4,11.5,23.166666666666668,31.4,38.2
63,26,181,76,0,80.0,50.0,58.0,64.0,61.0,71.0,60.0,55.2,48.0,54.0,73.4,67.0
63,20,170,70,0,66.0,45.0,62.0,65.0,59.0,50.0,62.0,49.4,47.833333333333336,54.666666666666664,68.6,50.4
63,22,187,83,1,66.0,47.0,60.0,61.0,63.0,70.0,65.0,53.0,46.833333333333336,56.666666666666664,64.6,63.0
63,23,177,73,0,68.0,53.0,61.0,67.0,45.0,53.0,47.666666666666664,53.8,49.666666666666664,56.0,66.8,51.8
63,27,177,67,3,79.0,58.0,60.0,64.0,24.0,55.0,24.0,53.0,45.166666666666664,50.166666666666664,73.2,56.4
63,19,176,76,0,68.0,56.0,60.0,71.0,44.0,63.0,41.666666666666664,54.4,53.0,55.5,67.6,63.6
63,30,188,94,0,58.0,34.0,52.0,51.0,62.0,71.0,61.666666666666664,44.2,37.166666666666664,50.666666666666664,58.4,53.2
63,18,181,72,1,76.0,38.0,57.0,63.0,56.0,66.0,58.666666666666664,48.8,44.0,52.5,67.4,55.4
63,21,193,85,0,60.0,37.0,51.0,62.0,64.0,70.0,62.333333333333336,46.4,44.0,49.833333333333336,58.4,56.8
63,25,179,63,3,66.0,54.0,58.0,65.0,38.0,47.0,34.666666666666664,52.0,49.5,52.5,66.2,50.8
63,27,186,78,1,63.0,22.0,40.0,38.0,66.0,62.0,65.33333333333333,40.8,25.0,44.666666666666664,56.2,49.6
63,20,193,81,0,58.0,59.0,60.0,60.0,60.0,66.0,61.0,52.6,45.833333333333336,60.333333333333336,57.0,63.4
63,31,182,76,2,69.0,54.0,58.0,64.0,56.0,66.0,13.666666666666666,15.2,18.333333333333332,30.333333333333332,58.2,39.6
63,24,168,64,0,74.0,63.0,60.0,65.0,58.0,57.0,57.666666666666664,55.8,50.333333333333336,57.0,72.4,64.4
63,34,171,70,1,61.0,28.0,48.0,57.0,61.0,53.0,62.0,44.4,36.333333333333336,46.166666666666664,61.0,45.0
63,21,176,72,0,67.0,64.0,52.0,62.0,44.0,59.0,41.666666666666664,61.2,44.0,50.0,64.8,63.8
63,27,184,80,1,64.0,35.0,49.0,51.0,60.0,76.0,61.0,47.2,39.333333333333336,44.666666666666664,56.2,62.0
63,28,185,85,2,69.0,54.0,58.0,64.0,56.0,66.0,10.333333333333334,14.8,13.0,26.0,36.4,41.2
63,23,178,69,3,54.0,67.0,52.0,63.0,25.0,56.0,23.0,59.8,43.5,51.0,58.0,60.8
63,25,184,80,3,62.0,64.0,52.0,60.0,20.0,69.0,14.333333333333334,60.2,45.0,50.666666666666664,57.2,66.4
63,24,173,65,0,73.0,50.0,59.0,62.0,58.0,55.0,60.0,50.6,45.333333333333336,53.5,72.2,58.8
63,24,171,67,0,66.0,55.0,58.0,63.0,24.0,46.0,23.333333333333332,51.6,46.0,46.333333333333336,68.0,50.8
63,20,189,73,1,53.0,46.0,59.0,51.0,62.0,62.0,63.0,50.4,43.5,51.0,54.0,57.8
63,29,184,78,1,70.0,39.0,46.0,55.0,59.0,66.0,60.333333333333336,45.4,35.166666666666664,58.166666666666664,69.0,54.4
63,26,187,82,1,59.0,25.0,53.0,48.0,64.0,64.0,62.666666666666664,47.6,38.0,50.166666666666664,52.2,50.4
63,20,170,64,3,75.0,58.0,56.0,67.0,26.0,46.0,28.0,54.6,47.0,45.5,73.2,52.0
63,19,173,66,3,78.0,62.0,50.0,72.0,21.0,41.0,20.0,54.0,45.166666666666664,47.833333333333336,77.6,50.4
63,19,178,69,1,65.0,26.0,46.0,55.0,60.0,56.0,61.0,44.6,32.833333333333336,45.5,63.6,46.2
63,27,175,71,0,62.0,54.0,60.0,60.0,62.0,60.0,63.666666666666664,52.2,52.166666666666664,58.333333333333336,62.0,60.4
63,33,184,80,1,64.0,27.0,53.0,53.0,63.0,68.0,62.333333333333336,46.6,39.666666666666664,49.166666666666664,60.0,53.4
63,21,177,68,0,57.0,47.0,54.0,55.0,61.0,69.0,61.333333333333336,48.4,41.166666666666664,52.5,55.0,60.8
63,27,180,74,1,66.0,23.0,42.0,58.0,63.0,65.0,62.666666666666664,39.8,34.333333333333336,44.166666666666664,63.2,50.0
63,24,180,76,0,59.0,37.0,49.0,53.0,63.0,59.0,67.0,42.0,40.833333333333336,49.833333333333336,59.6,47.2
63,24,181,74,0,60.0,53.0,60.0,61.0,56.0,73.0,53.333333333333336,53.0,47.5,56.833333333333336,60.6,67.6
63,26,178,70,0,68.0,65.0,60.0,62.0,51.0,68.0,51.333333333333336,60.2,52.333333333333336,55.5,66.6,68.0
63,29,178,71,1,61.0,34.0,46.0,55.0,61.0,57.0,63.666666666666664,46.8,37.5,50.5,61.8,48.0
63,26,187,82,0,62.0,46.0,47.0,54.0,62.0,79.0,63.0,48.2,39.0,55.666666666666664,58.8,69.2
63,32,175,74,0,66.0,62.0,59.0,65.0,29.0,51.0,29.333333333333332,55.0,50.5,50.833333333333336,66.4,54.6
63,29,176,71,0,68.0,60.0,62.0,64.0,59.0,63.0,60.333333333333336,59.2,50.333333333333336,54.666666666666664,67.8,60.2
63,30,194,87,1,53.0,29.0,42.0,46.0,62.0,71.0,62.333333333333336,41.8,32.666666666666664,45.333333333333336,47.0,54.8
63,27,187,75,1,57.0,31.0,42.0,52.0,62.0,69.0,61.0,44.0,33.333333333333336,44.666666666666664,56.6,55.2
63,23,181,71,1,61.0,40.0,52.0,62.0,64.0,59.0,67.0,46.6,42.333333333333336,51.666666666666664,62.4,52.2
63,28,183,78,1,72.0,59.0,54.0,56.0,61.0,63.0,62.0,54.8,47.0,54.5,65.6,64.2
63,24,186,78,1,68.0,31.0,48.0,50.0,61.0,72.0,61.666666666666664,43.4,38.0,49.833333333333336,67.6,56.4
63,20,177,63,1,67.0,39.0,53.0,59.0,60.0,54.0,62.0,49.2,42.833333333333336,52.5,66.2,49.6
63,23,180,70,0,72.0,56.0,63.0,62.0,40.0,43.0,43.666666666666664,52.8,50.333333333333336,51.166666666666664,64.8,53.4
63,20,180,72,1,75.0,37.0,57.0,67.0,52.0,59.0,53.0,49.6,44.666666666666664,48.0,75.6,55.2
63,27,190,78,1,53.0,38.0,47.0,51.0,63.0,70.0,62.666666666666664,45.4,34.0,54.833333333333336,60.2,59.0
63,24,189,77,3,61.0,65.0,48.0,62.0,22.0,58.0,17.0,53.2,39.833333333333336,50.333333333333336,63.0,62.8
63,19,188,86,2,69.0,54.0,58.0,64.0,56.0,66.0,11.0,16.8,20.0,22.833333333333332,41.6,37.6
63,26,182,75,1,67.0,32.0,55.0,56.0,64.0,61.0,67.33333333333333,45.2,39.0,53.166666666666664,61.0,49.4
63,25,180,70,0,62.0,56.0,57.0,59.0,59.0,71.0,58.0,52.8,49.666666666666664,57.333333333333336,62.4,65.4
63,21,190,77,1,61.0,35.0,57.0,55.0,63.0,69.0,62.333333333333336,47.4,44.166666666666664,51.666666666666664,54.6,55.2
63,19,187,70,1,68.0,27.0,48.0,54.0,60.0,71.0,58.333333333333336,39.6,37.666666666666664,50.666666666666664,58.4,53.8
62,36,185,79,1,38.0,31.0,52.0,50.0,60.0,73.0,60.0,41.2,40.166666666666664,50.666666666666664,47.0,58.8
62,34,184,80,1,54.0,36.0,53.0,53.0,61.0,74.0,61.0,49.0,36.5,56.166666666666664,58.8,57.6
62,33,178,65,1,71.0,59.0,59.0,63.0,55.0,67.0,55.333333333333336,56.2,49.333333333333336,60.0,70.0,67.8
62,34,180,71,1,49.0,49.0,63.0,54.0,61.0,62.0,61.333333333333336,53.4,50.0,57.0,57.2,62.0
62,34,185,73,1,34.0,27.0,43.0,40.0,62.0,72.0,61.666666666666664,37.6,25.833333333333332,47.666666666666664,46.2,56.6
62,35,185,72,0,35.0,52.0,59.0,58.0,63.0,63.0,63.0,54.6,50.0,58.166666666666664,52.2,60.2
62,31,180,73,0,46.0,58.0,61.0,62.0,59.0,72.0,60.666666666666664,52.8,52.333333333333336,62.166666666666664,57.2,71.2
62,35,185,84,0,37.0,61.0,61.0,59.0,62.0,71.0,60.333333333333336,58.0,50.166666666666664,62.833333333333336,49.6,69.6
62,34,188,78,3,56.0,63.0,53.0,60.0,27.0,68.0,21.333333333333332,59.0,41.166666666666664,54.5,62.6,66.8
62,36,190,84,1,31.0,41.0,38.0,32.0,62.0,77.0,62.0,38.8,27.833333333333332,53.666666666666664,41.6,62.8
62,33,184,83,1,70.0,30.0,42.0,42.0,60.0,76.0,61.333333333333336,41.0,29.333333333333332,44.333333333333336,62.6,60.8
62,30,185,84,2,69.0,54.0,58.0,64.0,56.0,66.0,14.0,19.6,20.5,32.5,56.4,48.0
62,32,188,85,2,69.0,54.0,58.0,64.0,56.0,66.0,16.0,18.2,17.333333333333332,27.666666666666668,53.6,45.4
62,33,190,81,2,69.0,54.0,58.0,64.0,56.0,66.0,23.333333333333332,12.2,14.5,26.166666666666668,52.0,34.4
62,35,188,78,3,66.0,62.0,45.0,56.0,44.0,87.0,39.0,51.4,36.5,64.66666666666667,57.4,75.6
62,32,170,71,0,56.0,58.0,62.0,62.0,58.0,68.0,57.666666666666664,56.6,52.166666666666664,59.833333333333336,61.2,63.4
62,33,178,79,3,62.0,62.0,49.0,59.0,33.0,65.0,27.666666666666668,56.2,42.166666666666664,52.166666666666664,62.2,67.2
62,32,188,78,1,53.0,30.0,43.0,46.0,62.0,66.0,61.0,39.0,33.166666666666664,51.166666666666664,53.8,53.2
62,36,184,77,1,62.0,33.0,48.0,48.0,62.0,66.0,60.0,44.0,35.666666666666664,45.666666666666664,61.2,54.6
62,30,183,75,0,62.0,58.0,60.0,61.0,59.0,74.0,59.333333333333336,56.2,50.0,59.666666666666664,63.8,71.6
62,35,184,74,3,59.0,60.0,51.0,65.0,39.0,59.0,42.0,58.2,45.666666666666664,49.5,62.2,56.6
62,31,170,75,3,69.0,61.0,60.0,66.0,38.0,59.0,37.333333333333336,60.2,51.0,58.333333333333336,74.6,57.8
62,31,175,73,0,73.0,43.0,60.0,61.0,60.0,66.0,62.0,53.0,46.666666666666664,53.333333333333336,69.0,57.2
62,29,183,71,1,62.0,37.0,54.0,59.0,63.0,64.0,62.666666666666664,47.6,41.833333333333336,51.333333333333336,63.6,56.2
62,30,178,81,0,39.0,53.0,55.0,56.0,62.0,74.0,60.666666666666664,51.8,45.166666666666664,57.833333333333336,45.6,67.4
62,31,182,74,1,68.0,52.0,57.0,62.0,60.0,71.0,58.666666666666664,56.4,48.333333333333336,61.5,67.2,65.0
62,29,173,58,0,61.0,57.0,60.0,63.0,58.0,67.0,59.0,56.0,45.833333333333336,58.166666666666664,68.2,71.0
62,30,178,72,1,69.0,50.0,56.0,58.0,58.0,67.0,57.333333333333336,49.6,46.5,53.333333333333336,67.4,67.0
62,29,185,83,1,49.0,34.0,41.0,43.0,62.0,72.0,62.333333333333336,39.6,31.166666666666668,50.166666666666664,54.0,60.4
62,33,173,77,0,67.0,51.0,54.0,63.0,57.0,64.0,57.0,47.0,41.666666666666664,60.666666666666664,64.4,59.6
62,29,178,74,0,70.0,59.0,61.0,64.0,57.0,64.0,58.0,54.0,51.0,58.166666666666664,71.2,64.4
62,32,180,77,3,59.0,61.0,50.0,58.0,27.0,65.0,20.666666666666668,57.0,41.833333333333336,54.666666666666664,60.8,64.4
62,30,187,75,1,67.0,40.0,54.0,57.0,58.0,69.0,59.0,49.4,42.333333333333336,53.0,59.6,58.6
62,32,180,74,1,65.0,41.0,56.0,57.0,58.0,64.0,59.0,48.0,48.166666666666664,52.0,61.8,58.6
62,29,191,82,1,51.0,29.0,47.0,50.0,62.0,75.0,61.333333333333336,40.4,33.833333333333336,47.333333333333336,51.4,60.0
62,27,179,76,3,73.0,60.0,56.0,62.0,30.0,59.0,27.0,57.4,47.0,51.0,68.4,59.4
62,28,190,75,0,53.0,62.0,63.0,60.0,56.0,79.0,55.0,58.8,52.166666666666664,63.333333333333336,57.4,72.0
62,26,180,72,3,79.0,56.0,56.0,64.0,43.0,58.0,44.666666666666664,51.8,46.333333333333336,50.166666666666664,73.0,59.4
62,28,185,78,2,69.0,54.0,58.0,64.0,56.0,66.0,11.666666666666666,18.2,15.833333333333334,25.166666666666668,46.8,45.2
62,30,190,86,3,55.0,66.0,59.0,59.0,32.0,69.0,26.333333333333332,61.2,47.833333333333336,56.166666666666664,55.4,71.0
62,29,184,75,1,71.0,37.0,55.0,56.0,59.0,72.0,59.0,45.2,40.5,52.166666666666664,65.6,62.0
62,28,173,72,0,67.0,59.0,62.0,63.0,57.0,65.0,57.666666666666664,55.8,52.333333333333336,59.833333333333336,69.0,67.6
62,27,192,82,1,73.0,30.0,43.0,49.0,61.0,70.0,60.666666666666664,39.8,35.166666666666664,47.0,63.6,58.2
62,28,187,75,0,45.0,55.0,58.0,59.0,60.0,74.0,59.666666666666664,52.0,48.0,60.0,53.0,67.8
62,27,191,74,1,53.0,35.0,49.0,48.0,61.0,74.0,61.333333333333336,46.2,37.0,48.833333333333336,53.8,60.6
62,28,173,70,0,74.0,53.0,62.0,67.0,53.0,67.0,53.666666666666664,53.8,50.5,56.0,72.8,67.8
62,28,184,84,3,63.0,63.0,50.0,59.0,27.0,73.0,21.333333333333332,56.6,46.666666666666664,52.5,60.2,69.6
62,30,195,85,0,47.0,48.0,53.0,52.0,60.0,81.0,58.666666666666664,50.4,41.666666666666664,57.166666666666664,43.6,63.4
62,28,175,81,0,90.0,53.0,52.0,63.0,28.0,59.0,23.0,51.2,44.333333333333336,50.333333333333336,78.6,59.2
62,28,183,74,0,68.0,51.0,59.0,62.0,59.0,66.0,59.666666666666664,50.6,52.0,58.166666666666664,61.4,62.2
62,27,180,80,0,65.0,53.0,58.0,61.0,60.0,73.0,59.666666666666664,52.6,42.833333333333336,59.333333333333336,65.2,70.2
62,28,185,76,0,84.0,57.0,54.0,63.0,30.0,59.0,25.666666666666668,53.0,43.666666666666664,48.5,73.8,63.6
62,29,178,72,1,68.0,42.0,54.0,60.0,58.0,64.0,57.666666666666664,47.6,39.833333333333336,53.666666666666664,67.6,59.4
62,28,190,87,3,59.0,60.0,52.0,58.0,26.0,75.0,19.333333333333332,56.0,43.666666666666664,57.166666666666664,54.4,66.4
62,32,188,92,3,54.0,61.0,48.0,57.0,38.0,76.0,30.666666666666668,56.8,38.166666666666664,60.666666666666664,53.2,64.6
62,31,175,74,3,44.0,64.0,54.0,62.0,43.0,58.0,43.0,58.0,47.0,56.666666666666664,48.0,59.8
